school_id,lng,lat,school,county,subcounty,n,N,prev
290,39.684268951416,-4.04239845275879,Badria,Mombasa,Nyali,1,50,2
291,39.7193908691406,-4.00572347640991,Bamburi,Mombasa,Kisauni,1,50,2
292,39.6863708496094,-4.02461624145508,Barsheba,Mombasa,Kisauni,0,45,0
293,39.6803359985352,-4.01577806472778,Bengala,Mombasa,Kisauni,0,50,0
294,39.6806564331055,-4.0244402885437,Bidala,Mombasa,Kisauni,1,38,2.63157894736842
295,39.6071853637695,-4.02197504043579,Bokole,Mombasa,Changamwe,0,50,0
296,39.6143264770508,-4.0258731842041,Bomu,Mombasa,Changamwe,0,50,0
297,39.6360740661621,-4.02016735076904,Bahati,Mombasa,Jomvu,0,57,0
298,39.6960220336914,-4.01195669174194,Bahwan,Mombasa,Nyali,1,58,1.72413793103448
299,39.7193908691406,-4.00572347640991,Bamburi,Mombasa,Kisauni,2,49,4.08163265306122
300,39.6335716247559,-4.01168298721313,Bangladesh,Mombasa,Jomvu,2,60,3.33333333333333
301,39.6709022521973,-4.02009439468384,Bedsimba,Mombasa,Kisauni,0,49,0
302,39.6832962036133,-3.99796867370605,Concordia,Mombasa,Kisauni,0,58,0
303,39.6680526733398,-4.0469799041748,Central Girls,Mombasa,Mvita,1,50,2
304,39.6834945678711,-4.02760219573975,Coast Star Academy,Mombasa,Kisauni,0,28,0
305,39.693775177002,-4.02619647979736,Frere Town,Mombasa,Nyali,0,57,0
306,39.6676979064941,-4.04290151596069,Fahari,Mombasa,Mvita,0,50,0
307,39.6321678161621,-3.99673008918762,Ganahola,Mombasa,Jomvu,1,55,1.81818181818182
308,39.6662483215332,-4.0638165473938,Ganjoni,Mombasa,Mvita,3,47,6.38297872340426
309,39.6299095153809,-4.02487850189209,Hamisi,Mombasa,Changamwe,1,50,2
310,39.6888809204102,-4.04613161087036,Jerusalem,Mombasa,Nyali,0,50,0
