county,subcounty,ward,school,school_id,lng,lat,n,N,prev
Embu,Mbeere South,Makima,Mulukusi,4030322,37.478207,-0.8332251,0,32,0
Embu,Mbeere South,Makima,Manyati,4030323,37.4981055,-0.8347675,0,32,0
Embu,Mbeere South,Mbeti South,Kabururi,4030331,37.6066054,-0.6516652,0,32,0
Embu,Mbeere South,Mbeti South,Muraru,4030332,37.5501506,-0.6325102,0,32,0
Embu,Mbeere South,Mbeti South,Munyori,4030333,37.5954583,-0.6694346,0,32,0
Embu,Mbeere South,Mavuria,Kamukunga,4030341,37.7308549,-0.7257133,0,32,0
Embu,Mbeere South,Mavuria,Mutus,4030342,37.6285033,-0.662815,0,30,0
Embu,Mbeere South,Mavuria,Kanduku,4030343,37.7038231,-0.7449418,0,31,0
Embu,Mbeere South,Kiambere,Deb Ngiiri,4030351,37.87301,-0.621135,0,32,0
Embu,Mbeere South,Kiambere,Kamaunju,4030352,37.7912648,-0.6727736,0,29,0
Embu,Mbeere South,Kiambere,Kiambere,4030353,37.7919001,-0.6945387,0,32,0
Embu,Mbeere North,Nthawa,Makunguru,4030411,37.6250982,-0.5837716,0,32,0
Embu,Mbeere North,Nthawa,Riandu,4030412,37.5923532,-0.5274407,0,32,0
Embu,Mbeere North,Nthawa,Kune,4030413,37.6780829,-0.530945,0,32,0
Embu,Mbeere North,Nthawa,Kamugu,4030414,37.6565264,-0.6246649,0,32,0
Embu,Mbeere North,Nthawa,Kathetu,4030415,37.60185,-0.5492199,0,32,0
Embu,Mbeere North,Muminji,Kiamugongo,4030421,37.7717833,-0.6335621,0,32,0
Embu,Mbeere North,Muminji,Nguthi,4030422,37.7525226,-0.5735451,0,32,0
Embu,Mbeere North,Muminji,Karambari,4030423,37.7164716,-0.6440856,0,32,0
Embu,Mbeere North,Muminji,Kandomba,4030424,37.7965207,-0.6122894,0,32,0
Embu,Mbeere North,Muminji,Gatakari,4030425,37.708939,-0.6242485,0,32,0
Embu,Mbeere North,Evurore,Kyenire,4030431,37.8413185,-0.4923285,1,32,3
Embu,Mbeere North,Evurore,Gatororori,4030432,37.7440139,-0.5148173,1,32,3
Embu,Mbeere North,Evurore,Karuari,4030433,37.7268474,-0.5018311,0,32,0
Embu,Mbeere North,Evurore,Gwakaithi,4030434,37.7305663,-0.46096,1,32,3
Embu,Mbeere North,Evurore,Usambara Pri,4030435,37.7919204,-0.5159887,0,32,0
Tharaka-Nithi,Maara,Mitheru,Gituntu,4040111,37.6782386,-0.2909075,0,32,0
Tharaka-Nithi,Maara,Mitheru,Ndumbini,4040112,37.7143278,-0.3071009,0,32,0
Tharaka-Nithi,Maara,Mitheru,Giampampo,4040113,37.6185542,-0.2938896,0,32,0
Tharaka-Nithi,Maara,Muthambi,Ntatua,4040121,37.6848127,-0.2676799,0,32,0
Tharaka-Nithi,Maara,Muthambi,Gituja,4040122,37.6140687,-0.2782699,0,32,0
Tharaka-Nithi,Maara,Muthambi,Kanoro,4040123,37.7647955,-0.2827573,0,32,0
Tharaka-Nithi,Maara,Mwimbi,Kaare,4040131,37.7932531,-0.1973552,0,32,0
Tharaka-Nithi,Maara,Mwimbi,Makengi,4040132,37.7729829,-0.2629486,1,34,3
Tharaka-Nithi,Maara,Mwimbi,Maguma,4040133,37.7392171,-0.2278502,0,32,0
Tharaka-Nithi,Maara,Ganga,Ngeru,4040141,37.6880221,-0.2544358,0,32,0
Tharaka-Nithi,Maara,Ganga,Kauni,4040142,37.7182142,-0.2485223,0,32,0
Tharaka-Nithi,Maara,Ganga,Kariakomo,4040143,37.6771227,-0.2379639,0,34,0
Tharaka-Nithi,Maara,Chogoria,Wiru,4040151,37.651507,-0.2384653,0,32,0
Tharaka-Nithi,Maara,Chogoria,Kiriani,4040152,37.6459245,-0.2567729,0,34,0
Tharaka-Nithi,Maara,Chogoria,Gitare,4040153,37.5965851,-0.2513795,0,33,0
Tharaka-Nithi,Igambango Ombe,Mariani,Ibithe,4040211,37.7351143,-0.3584854,0,31,0
Tharaka-Nithi,Igambango Ombe,Mariani,Kairini Primry School,4040212,37.7310837,-0.3498154,0,32,0
Tharaka-Nithi,Igambango Ombe,Mariani,Ack Kaanwa,4040213,37.7198454,-0.3278223,0,31,0
Tharaka-Nithi,Igambango Ombe,Karingani,Chuka Township,4040221,37.6427331,-0.3328361,0,32,0
Tharaka-Nithi,Igambango Ombe,Karingani,Fr Airaldi,4040222,37.6117726,-0.321873,0,32,0
Tharaka-Nithi,Igambango Ombe,Karingani,Kk Mwendwa,4040223,37.6830655,-0.3179967,0,32,0
Tharaka-Nithi,Igambango Ombe,Magumoni,Kagumo,4040231,37.6413352,-0.3670691,0,32,0
Tharaka-Nithi,Igambango Ombe,Magumoni,Kagaani,4040233,37.6684643,-0.3661303,0,32,0
Tharaka-Nithi,Igambango Ombe,Mugwe,Nthima,4040241,37.6851027,-0.3556956,0,32,0
Tharaka-Nithi,Igambango Ombe,Mugwe,Kiamuchii,4040242,37.7003642,-0.3814851,0,32,0
Tharaka-Nithi,Igambango Ombe,Mugwe,Kiereni,4040243,37.6451956,-0.3478081,0,32,0
Tharaka-Nithi,Igambango Ombe,Igambang Ombe,Kajiampau,4040251,37.851989,-0.3135162,0,32,0
Tharaka-Nithi,Igambango Ombe,Igambang Ombe,Kajuki Primary,4040252,37.8344287,-0.3408976,0,32,0
Tharaka-Nithi,Igambango Ombe,Igambang Ombe,Twamikua,4040253,37.8047792,-0.2235105,0,31,0
Tharaka-Nithi,Tharaka,Gatunga,Karuguaru,4040311,38.0425355,-0.1662602,0,32,0
Tharaka-Nithi,Tharaka,Gatunga,Gatagani,4040312,38.2383382,-0.0821557,0,32,0
Tharaka-Nithi,Tharaka,Gatunga,Kirimbu,4040313,38.1658643,-0.1890872,0,32,0
Tharaka-Nithi,Tharaka,Mukothima,Mauthini,4040321,38.0976769,-0.0025765,0,32,0
Tharaka-Nithi,Tharaka,Mukothima,Ntoroni,4040322,38.01871,0.0266717,0,32,0
Tharaka-Nithi,Tharaka,Mukothima,Kagurini,4040323,37.9341491,0.0260386,0,32,0
Tharaka-Nithi,Tharaka,Nkondi,Iria Ria Mathunka,4040331,37.9602461,-0.041098,0,32,0
Tharaka-Nithi,Tharaka,Nkondi,Rukurini,4040332,37.9702289,-0.1015649,0,32,0
Tharaka-Nithi,Tharaka,Nkondi,Irimba,4040333,37.9604158,-0.0304595,0,32,0
Tharaka-Nithi,Tharaka,Chiakariga,Nyakinjeru,4040341,37.9027798,-0.3186459,0,32,0
Tharaka-Nithi,Tharaka,Chiakariga,Ntuuria,4040342,37.9043678,-0.2316075,0,32,0
Tharaka-Nithi,Tharaka,Chiakariga,Mbacaca,4040343,37.9031749,-0.3181388,0,32,0
Tharaka-Nithi,Tharaka,Marimanti,S.a. Kinyingiri,4040352,37.9379737,-0.077792,0,32,0
Tharaka-Nithi,Tharaka,Marimanti,Rukenya,4040353,37.9143779,-0.2169671,0,32,0
Makueni,Kaiti,Ilima,Kitundumo,4050111,37.4474959,-1.7843167,0,22,0
Makueni,Kaiti,Ilima,Kyenzeni,4050112,37.4045149,-1.7515995,0,22,0
Makueni,Kaiti,Ilima,Wautu,4050113,37.3993148,-1.8649002,0,22,0
Makueni,Kaiti,Ilima,Mwaani (Ilima),4050114,37.4537392,-1.8586398,0,22,0
Makueni,Kaiti,Kee,Kimwatho,4050121,37.354284,-1.7422509,0,22,0
Makueni,Kaiti,Kee,Nthonzweni,4050122,37.3650987,-1.7440417,0,22,0
Makueni,Kaiti,Kee,Ngiluni,4050123,37.4275543,-1.7138006,5,22,23
Makueni,Kaiti,Kee,Kasunguni,4050124,37.3076095,-1.7278724,0,22,0
Makueni,Kaiti,Kilungu,Kwaluli,4050131,37.3480693,-1.7504592,0,22,0
Makueni,Kaiti,Kilungu,Kauti,4050132,37.3390282,-1.7856034,0,22,0
Makueni,Kaiti,Kilungu,Kisyulya,4050133,37.3631113,-1.7630211,0,22,0
Makueni,Kaiti,Kilungu,Nduu,4050134,37.3687196,-1.7752134,2,22,9
Makueni,Kaiti,Ukia,Kaumoni Hcg,4050141,37.5755719,-1.7374399,1,22,5
Makueni,Kaiti,Ukia,Kaumoni Deb,4050142,37.5698369,-1.7520348,0,22,0
Makueni,Kaiti,Ukia,Kyamuthei,4050143,37.4675258,-1.7688618,0,23,0
Makueni,Kaiti,Ukia,Muthini (Ukia),4050144,37.4516178,-1.7424393,0,23,0
Makueni,Kibwezi East,Ivingoni/Nzambani,Kathiani,4050211,38.03874,-2.6851517,0,22,0
Makueni,Kibwezi East,Ivingoni/Nzambani,Matangini,4050212,38.1126617,-2.7069783,0,21,0
Makueni,Kibwezi East,Ivingoni/Nzambani,Makolani,4050213,38.0176369,-2.58304,0,22,0
Makueni,Kibwezi East,Ivingoni/Nzambani,Ilani,4050214,38.026072,-2.6452377,0,22,0
Makueni,Kibwezi East,Masongaleni,Masaku Ndogo,4050221,38.1436966,-2.3736231,0,22,0
Makueni,Kibwezi East,Masongaleni,Mwanyani (Masongaleni),4050222,38.083915,-2.4672583,0,22,0
Makueni,Kibwezi East,Masongaleni,Mitongani,4050223,38.0631446,-2.4979223,0,23,0
Makueni,Kibwezi East,Masongaleni,Mweini,4050224,38.0785717,-2.4417437,0,22,0
Makueni,Kibwezi East,Mtito Andei,Kamunyu,4050231,38.3307415,-2.652192,0,13,0
Makueni,Kibwezi East,Mtito Andei,Iviani,4050232,38.1831121,-2.6739283,0,22,0
Makueni,Kibwezi East,Mtito Andei,Mikomani,4050233,38.2692125,-2.5282299,0,22,0
Makueni,Kibwezi East,Mtito Andei,Ilikoni,4050234,38.2620396,-2.6086197,0,22,0
Makueni,Kibwezi East,Thange,Thange,4050241,38.0243132,-2.4952613,0,22,0
Makueni,Kibwezi East,Thange,Nzavoni,4050242,38.0363627,-2.4788312,1,22,5
Makueni,Kibwezi East,Thange,Metava,4050243,37.9301913,-2.5387066,0,22,0
Makueni,Kibwezi East,Thange,Dwa,4050244,38.0080308,-2.398339,1,21,5
Makueni,Kibwezi West,Emali/Mulala,Kwa-Kulu,4050311,37.503254,-2.0624681,0,23,0
Makueni,Kibwezi West,Emali/Mulala,Kuliku,4050312,37.4812319,-2.0522605,0,22,0
Makueni,Kibwezi West,Emali/Mulala,Tutini,4050313,37.5369864,-2.0539764,0,22,0
Makueni,Kibwezi West,Emali/Mulala,Kiuani,4050314,37.4517424,-2.0288894,0,22,0
Makueni,Kibwezi West,Kikumbulyu North,Kiaoni,4050321,37.9653219,-2.4065638,0,22,0
Makueni,Kibwezi West,Kikumbulyu North,Malembwa,4050322,37.9753137,-2.398396,0,22,0
Makueni,Kibwezi West,Kikumbulyu North,Ngaikini,4050323,37.9688765,-2.2140366,0,21,0
Makueni,Kibwezi West,Kikumbulyu North,Kitulani,4050324,37.7782,0.1892,3,20,15
Makueni,Kibwezi West,Kikumbulyu South,Kibwezi Township,4050331,37.9665638,-2.4099622,0,22,0
Makueni,Kibwezi West,Kikumbulyu South,Kwa Kyai,4050332,37.9992406,-2.3837912,0,22,0
Makueni,Kibwezi West,Kikumbulyu South,Matinga,4050333,38.0134062,-2.363566,1,21,5
Makueni,Kibwezi West,Kikumbulyu South,Kyanginywa,4050334,38.1177526,-2.3553624,0,22,0
Makueni,Kibwezi West,Makindu,Kiambani,4050341,37.8122206,-2.2863756,0,22,0
Makueni,Kibwezi West,Makindu,Makindu,4050342,37.8207279,-2.2671309,0,22,0
Makueni,Kibwezi West,Makindu,Kungu,4050343,37.852584,-2.218946,0,25,0
Makueni,Kibwezi West,Makindu,Bondeni,4050344,37.813096,-2.2524305,0,22,0
Makueni,Kibwezi West,Nguu/Masumba,Masamu,4050351,37.6609941,-2.1484337,1,21,5
Makueni,Kibwezi West,Nguu/Masumba,Thuthu,4050352,37.5989186,-2.1513176,0,22,0
Makueni,Kibwezi West,Nguu/Masumba,Kanyulilya,4050353,37.6094499,-2.1127412,0,22,0
Makueni,Kibwezi West,Nguu/Masumba,Matutu,4050354,37.6305225,-2.1210533,0,22,0
Makueni,Kibwezi West,Nguumo,Ngwiwa,4050361,37.8809232,-2.3284545,2,22,9
Makueni,Kibwezi West,Nguumo,Nguumo,4050362,37.8981934,-2.3732526,1,20,5
Makueni,Kibwezi West,Nguumo,Kawelu,4050363,37.882021,-2.3851292,0,21,0
Makueni,Kibwezi West,Nguumo,Wiivia,4050364,37.8728433,-2.3681284,0,22,0
Makueni,Kilome,Kasikeu,Isika Pri,4050411,37.3686505,-1.8990041,1,22,5
Makueni,Kilome,Kasikeu,Kathikwani,4050412,37.4078432,-1.9573576,0,22,0
Makueni,Kilome,Kasikeu,Kitumbini,4050413,37.3875498,-1.9230048,0,22,0
Makueni,Kilome,Kasikeu,Kitivo,4050414,37.396634,-1.9175248,0,22,0
Makueni,Kilome,Kiima Kiu/Kalanzoni,Kathungu,4050421,37.2747559,-1.8192804,0,22,0
Makueni,Kilome,Kiima Kiu/Kalanzoni,Kimakiu,4050422,37.2572615,-1.8256598,0,22,0
Makueni,Kilome,Kiima Kiu/Kalanzoni,Tango,4050423,37.2570818,-1.8439691,0,23,0
Makueni,Kilome,Kiima Kiu/Kalanzoni,Ulu,4050424,37.1497588,-1.8123306,0,22,0
Makueni,Kilome,Mukaa,Enzai,4050431,37.3144145,-1.8422461,1,22,5
Makueni,Kilome,Mukaa,Kwakaseke,4050432,37.2933424,-1.8388664,0,22,0
Makueni,Kilome,Mukaa,Mbukuni,4050433,37.3482665,-1.8195606,0,21,0
Makueni,Kilome,Mukaa,Miani,4050434,37.2947945,-1.8632478,0,21,0
Makueni,Makueni,Kathonzweni,Kiagiri,4050511,37.7701318,-2.0760394,0,22,0
Makueni,Makueni,Kathonzweni,Mathembi,4050512,37.7542706,-1.886431,0,22,0
Makueni,Makueni,Kathonzweni,Kathonzweni,4050513,37.7335682,-1.9158647,0,22,0
Makueni,Makueni,Kathonzweni,Kavumbu,4050514,37.7626489,-1.9581835,0,22,0
Makueni,Makueni,Kitise/Kithuki,Kwanyaa,4050521,37.9200554,-2.0231628,0,21,0
Makueni,Makueni,Kitise/Kithuki,Kikome,4050522,37.9443055,-2.053004,1,22,5
Makueni,Makueni,Kitise/Kithuki,Mwania,4050523,37.9121068,-2.0787371,0,22,0
Makueni,Makueni,Kitise/Kithuki,Kithayoni,4050524,37.9460477,-2.1012797,0,22,0
Makueni,Makueni,Mavindini,Ivinga Nzia,4050531,37.8660509,-1.8365747,0,21,0
Makueni,Makueni,Mavindini,Iiani,4050532,37.8812927,-1.875611,0,22,0
Makueni,Makueni,Mavindini,Katithi,4050533,37.8190351,-1.8040837,1,22,5
Makueni,Makueni,Mavindini,Nzeveni,4050534,37.8969143,-1.9113408,5,22,23
Makueni,Makueni,Mbitini,Mungyani,4050541,37.4250723,-1.9303941,0,22,0
Makueni,Makueni,Mbitini,Mutyambwa,4050542,37.4485502,-1.9719443,0,22,0
Makueni,Makueni,Mbitini,Kavuthu,4050543,37.4251483,-2.0028939,0,20,0
Makueni,Makueni,Mbitini,Yuuni,4050544,37.4735347,-1.9525397,0,22,0
Makueni,Makueni,Muvau/Kikuumini,Kalisa,4050551,37.6261643,-1.9132898,0,22,0
Makueni,Makueni,Muvau/Kikuumini,Kithoni,4050552,37.5796117,-1.8748379,0,22,0
Makueni,Makueni,Muvau/Kikuumini,Kimuumo,4050553,37.5970192,-1.845441,0,22,0
Makueni,Makueni,Muvau/Kikuumini,Kambi Mawe,4050554,37.659079,-1.8498236,0,22,0
Makueni,Makueni,Nzaui/Kilili/Kalamba,Nduumoni,4050561,37.4817617,-1.8873429,0,22,0
Makueni,Makueni,Nzaui/Kilili/Kalamba,Kyangwasi,4050562,37.5564052,-1.9400973,0,22,0
Makueni,Makueni,Nzaui/Kilili/Kalamba,Kwalalu,4050563,37.5850333,-1.9542443,0,20,0
Makueni,Makueni,Nzaui/Kilili/Kalamba,Sysolwa,4050564,37.5832981,-1.9016495,2,22,9
Makueni,Makueni,Wote,Unoa,4050571,37.6305545,-1.7823087,0,22,0
Makueni,Makueni,Wote,Kiotine,4050572,37.5883911,-1.770149,0,22,0
Makueni,Makueni,Wote,Kitheini,4050573,37.527999,-1.8096436,0,22,0
Makueni,Makueni,Wote,Mwaani,4050574,37.6664326,-1.7708729,0,22,0
Makueni,Mbooni,Kalawa,Ngamu,4050611,37.6775208,-1.6554251,0,22,0
Makueni,Mbooni,Kalawa,Mweleli,4050612,37.7437305,-1.663844,0,22,0
Makueni,Mbooni,Kalawa,Kalawa,4050613,37.7012804,-1.6489918,0,23,0
Makueni,Mbooni,Kalawa,Kinze,4050614,37.7725217,-1.6447667,0,20,0
Makueni,Mbooni,Kiteta/Kisau,Kithangathini,4050621,37.5447728,-1.7040121,0,22,0
Makueni,Mbooni,Kiteta/Kisau,Musunguu,4050622,37.4736617,-1.5548233,0,22,0
Makueni,Mbooni,Kiteta/Kisau,Ndumbi,4050623,37.5487123,-1.6878004,0,22,0
Makueni,Mbooni,Kiteta/Kisau,Syunguni,4050624,37.4981435,-1.6041842,1,22,5
Makueni,Mbooni,Kithungo/Kitundu,Kyamuata,4050631,37.4856499,-1.7247006,2,22,9
Makueni,Mbooni,Kithungo/Kitundu,Muumani,4050632,37.4734176,-1.7264203,4,22,18
Makueni,Mbooni,Kithungo/Kitundu,Itulandoo,4050633,37.5008233,-1.6973494,1,23,4
Makueni,Mbooni,Kithungo/Kitundu,Kithangaini,4050634,37.5066073,-1.7085644,0,23,0
Makueni,Mbooni,Mbooni,Miusini,4050641,37.4098355,-1.684357,0,22,0
Makueni,Mbooni,Mbooni,Kyuu,4050642,37.4249065,-1.6698413,0,22,0
Makueni,Mbooni,Mbooni,Uvi,4050643,37.4797457,-1.6203065,0,22,0
Makueni,Mbooni,Mbooni,Mbooni,4050644,37.465321,-1.6218937,0,22,0
Makueni,Mbooni,Tulimani,Kyangusya,4050651,37.3912666,-1.5642827,0,22,0
Makueni,Mbooni,Tulimani,Kango,4050652,37.3453704,-1.5598473,0,22,0
Makueni,Mbooni,Tulimani,Uvaani,4050653,37.4298872,-1.5486816,1,22,5
Makueni,Mbooni,Tulimani,Mavindu,4050654,37.4121492,-1.6236675,0,22,0
Makueni,Mbooni,Waia-Kako,Mituvu,4050661,37.620349,-1.7228974,0,22,0
Makueni,Mbooni,Waia-Kako,Kyaluma,4050662,37.6531336,-1.6430326,0,22,0
Makueni,Mbooni,Waia-Kako,Mithumo,4050663,37.6018783,-1.5791267,0,22,0
Makueni,Mbooni,Waia-Kako,Kyaume,4050664,37.6649287,-1.7281111,0,22,0
Kitui,Kitui Central,Kyangwithya East,Makutano Primary School,4060111,38.0283656,-1.3719421,0,22,0
Kitui,Kitui Central,Kyangwithya East,Kwa Ngindu Primary School,4060112,38.0236284,-1.3547017,0,22,0
Kitui,Kitui Central,Kyangwithya East,Kalawa Primary School,4060113,38.04638,-1.3575617,1,23,4
Kitui,Kitui Central,Kyangwithya East,Kyalilini Primary School,4060114,38.0534283,-1.312631,1,22,5
Kitui,Kitui Central,Kyangwithya West,Tiva Primary School,4060121,37.9065036,-1.4009433,0,22,0
Kitui,Kitui Central,Kyangwithya West,Ithookwe Primary School,4060122,37.9834402,-1.3714113,0,22,0
Kitui,Kitui Central,Kyangwithya West,Kwa Ikolanya Primary School,4060123,37.9608014,-1.4036665,0,22,0
Kitui,Kitui Central,Kyangwithya West,Ndumoni Primary School,4060124,37.898277,-1.3597019,0,22,0
Kitui,Kitui Central,Miambani,Miambani Primary School,4060131,38.1182676,-1.2714075,0,22,0
Kitui,Kitui Central,Miambani,Vinda Primary School,4060132,38.072125,-1.2803131,0,22,0
Kitui,Kitui Central,Miambani,Mutukya Primary School,4060133,38.12281,-1.3418803,0,22,0
Kitui,Kitui Central,Miambani,Mikuyuni Primary School,4060134,38.1502872,-1.1697925,0,22,0
Kitui,Kitui Central,Mulango,Kyangunga Primary School,4060141,37.9587602,-1.4847911,0,22,0
Kitui,Kitui Central,Mulango,Katulani Primary School,4060142,37.9457552,-1.4891438,0,22,0
Kitui,Kitui Central,Mulango,Wii Primary School,4060143,37.9782282,-1.4071344,0,22,0
Kitui,Kitui Central,Township,Ngiini Primary School,4060151,38.0123789,-1.3454614,0,21,0
Kitui,Kitui Central,Township,Central Primary School,4060152,38.0110294,-1.365312,0,22,0
Kitui,Kitui Central,Township,Mutendea Primary School,4060153,37.9976184,-1.3247349,0,22,0
Kitui,Kitui Central,Township,Manyenyoni Primary School,4060154,37.9963698,-1.3852521,0,22,0
Kitui,Kitui East,Chuluni,Nzangathi,4060211,38.0938483,-1.50688,1,22,5
Kitui,Kitui East,Chuluni,Kanzooko,4060212,38.1047543,-1.3623762,0,22,0
Kitui,Kitui East,Chuluni,Inyuu,4060213,38.1421665,-1.4166612,0,1,0
Kitui,Kitui East,Chuluni,Kivutini,4060214,38.1508125,-1.547382,0,20,0
Kitui,Kitui East,Endau/Malalani,Makuka,4060221,38.5729031,-1.1438293,0,22,0
Kitui,Kitui East,Endau/Malalani,Ndooni,4060222,38.5364776,-1.1087939,0,22,0
Kitui,Kitui East,Endau/Malalani,Koi,4060223,38.6305699,-1.2786981,0,22,0
Kitui,Kitui East,Endau/Malalani,Twambui,4060224,38.6514532,-1.2293572,0,23,0
Kitui,Kitui East,Mutito/Kaliku,Yoonye,4060231,38.2100635,-1.1734312,0,22,0
Kitui,Kitui East,Mutito/Kaliku,Kaayo,4060232,38.3618102,-1.2061618,0,22,0
Kitui,Kitui East,Mutito/Kaliku,Syombya,4060233,38.4015445,-1.2187444,0,22,0
Kitui,Kitui East,Mutito/Kaliku,Ivuuni,4060234,38.2461658,-1.2923858,0,22,0
Kitui,Kitui East,Nzambani,Kiini,4060241,38.0647446,-1.4374999,0,22,0
Kitui,Kitui East,Nzambani,Kavalula,4060242,38.035517,-1.3838777,0,22,0
Kitui,Kitui East,Nzambani,Kunguluni,4060243,38.0250975,-1.3776874,0,22,0
Kitui,Kitui East,Nzambani,Kilonzo,4060244,38.0529922,-1.3987866,1,21,5
Kitui,Kitui East,Voo/Kyamatu,Kiangini,4060252,38.2782767,-1.6207918,0,22,0
Kitui,Kitui East,Voo/Kyamatu,Kasang U,4060253,38.433254,-1.641464,0,19,0
Kitui,Kitui East,Voo/Kyamatu,Kithanake,4060254,38.1948032,-1.6169785,0,22,0
Kitui,Kitui East,Zombe/Mwitika,Ngungi,4060261,38.2501732,-1.4489317,0,21,0
Kitui,Kitui East,Zombe/Mwitika,Kandong O,4060262,38.2680395,-1.4957301,0,22,0
Kitui,Kitui East,Zombe/Mwitika,Yamanza,4060263,38.4369828,-1.40491,0,22,0
Kitui,Kitui East,Zombe/Mwitika,Kaumu,4060264,38.2048683,-1.4631471,3,22,14
Kitui,Kitui Rural,Kanyangi,Syomunyu Primary,4060311,37.8320316,-1.670546,0,23,0
Kitui,Kitui Rural,Kanyangi,Syomakanda Primary,4060312,37.85829,-1.73744,0,25,0
Kitui,Kitui Rural,Kanyangi,Nzambia Primary,4060313,37.8507334,-1.7900689,0,22,0
Kitui,Kitui Rural,Kanyangi,Masimba Primary,4060314,37.934585,-1.6818155,0,22,0
Kitui,Kitui Rural,Kisasi,Maliku Primary,4060321,37.914872,-1.5961713,0,23,0
Kitui,Kitui Rural,Kisasi,Mukameni Primary,4060322,38.0119836,-1.600949,0,22,0
Kitui,Kitui Rural,Kisasi,Nguuni Primary (Kisasi),4060323,37.992175,-1.5803134,0,22,0
Kitui,Kitui Rural,Kisasi,Kisavi Primary,4060324,38.0451252,-1.5993513,0,22,0
Kitui,Kitui Rural,Kwavonza/Yatta,Ilika Primary,4060331,37.7624729,-1.5552821,1,22,5
Kitui,Kitui Rural,Kwavonza/Yatta,Muvitha Primary,4060332,37.8042206,-1.617708,0,21,0
Kitui,Kitui Rural,Kwavonza/Yatta,Iyani Primary,4060333,37.6604471,-1.2380112,0,22,0
Kitui,Kitui Rural,Kwavonza/Yatta,Kathome Primary,4060334,37.8698998,-1.553966,0,22,0
Kitui,Kitui Rural,Mbitini,Mukundi Primary,4060341,38.0485075,-1.5004019,1,20,5
Kitui,Kitui Rural,Mbitini,Katwala Primary,4060342,37.9836388,-1.5964201,0,22,0
Kitui,Kitui Rural,Mbitini,Isovya Primary,4060343,38.0735337,-1.5885737,0,22,0
Kitui,Kitui South,Athi,Mwambaisyuko Pri,4060411,37.8756013,-2.306824,0,22,0
Kitui,Kitui South,Athi,Kaivisi Pri,4060412,38.181893,-2.0697758,0,22,0
Kitui,Kitui South,Athi,Nzaini Pri,4060413,37.9708531,-2.1067543,1,21,5
Kitui,Kitui South,Athi,Umoja Pri,4060414,38.0787924,-2.231503,0,22,0
Kitui,Kitui South,Ikanga/Kyatune,Ngunga Pri,4060421,38.1407509,-1.6628542,0,22,0
Kitui,Kitui South,Ikanga/Kyatune,Wingoli Pri,4060422,38.1402639,-1.75315,0,22,0
Kitui,Kitui South,Ikanga/Kyatune,Semea Pri,4060423,38.0860531,-1.712576,0,22,0
Kitui,Kitui South,Ikanga/Kyatune,Chief Makau Pri,4060424,38.0616744,-1.6966479,0,22,0
Kitui,Kitui South,Ikutha,Ikutha Pri,4060431,38.1759217,-2.0607651,1,21,5
Kitui,Kitui South,Ikutha,Matikoni Pri,4060432,38.1789228,-2.0613193,0,20,0
Kitui,Kitui South,Ikutha,Ngawuni Pri,4060433,38.1326209,-1.9927258,0,21,0
Kitui,Kitui South,Ikutha,Kasarani Pri,4060434,38.2094192,-2.1360065,0,21,0
Kitui,Kitui South,Kanziko,Ikilungulu Pri,4060442,38.2026587,-1.8387982,0,22,0
Kitui,Kitui South,Mutha,Kalambani Pri,4060451,38.5030571,-1.6638606,0,22,0
Kitui,Kitui South,Mutha,Ikandani Pri,4060452,38.5576979,-1.6741417,0,22,0
Kitui,Kitui South,Mutha,Ngelani Pri,4060453,38.4629939,-1.7117067,0,22,0
Kitui,Kitui South,Mutha,Ngaani Pri,4060454,38.4679215,-1.8174338,0,22,0
Kitui,Kitui South,Mutomo,Itumba Pri,4060461,38.245669,-1.7922781,0,22,0
Kitui,Kitui South,Mutomo,Menzai Pri,4060462,38.2284101,-1.7331174,0,22,0
Kitui,Kitui South,Mutomo,Makongoni Pri,4060463,38.1070432,-1.8930818,0,7,0
Kitui,Kitui South,Mutomo,Kisayani Pri,4060464,38.1922217,-1.7153836,2,22,9
Kitui,Kitui West,Kauwi,Matinga Primary,4060511,37.886628,-1.1696374,0,23,0
Kitui,Kitui West,Kauwi,Kyenge Primary,4060512,37.8037129,-1.1990008,0,22,0
Kitui,Kitui West,Kauwi,Katutu Primary,4060513,37.8295057,-1.1835376,0,22,0
Kitui,Kitui West,Kauwi,Mutini Primary,4060514,37.8792882,-1.2631571,0,22,0
Kitui,Kitui West,Kwa Mutonga/Kithumula,Kathivo,4060521,37.9317065,-1.2840385,0,22,0
Kitui,Kitui West,Kwa Mutonga/Kithumula,Kilimu,4060522,37.9046278,-1.2780368,0,21,0
Kitui,Kitui West,Kwa Mutonga/Kithumula,Kyaani,4060524,37.9814187,-1.2803293,0,21,0
Kitui,Kitui West,Matinyani,Kunikila,4060531,37.9558246,-1.2929783,0,21,0
Kitui,Kitui West,Matinyani,Mwaani (Matinyani),4060532,37.9855075,-1.2984099,0,22,0
Kitui,Kitui West,Matinyani,Mbavai,4060533,37.9827211,-1.3255521,1,22,5
Kitui,Kitui West,Matinyani,Maseki,4060534,38.0284843,-1.2888169,0,22,0
Kitui,Kitui West,Mutonguni,Kangondi Primary,4060541,38.0172174,-1.1790261,0,24,0
Kitui,Kitui West,Mutonguni,Yalatani,4060542,38.0408092,-1.1736887,0,23,0
Kitui,Kitui West,Mutonguni,Kaumoni,4060543,38.0021201,-1.210455,0,22,0
